experiment_id, sensor_pair    , sensor_combination, physiological_parameter          , parameter_label                               , correlation_coefficient, p_value               , n_samples, statistically_significant
            1, sensor3-sensor5, Finger→Ear        , systemic_vascular_resistance_mean, Systemic Vascular Resistance (dyn·s/cm⁵)      , -0.0601614070452032    , 0.15107527918392497   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , systemic_vascular_resistance_std , Systemic Vascular Resistance (dyn·s/cm⁵) (SD) , -0.02682622314414807   , 0.5223421105870717    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , systemic_vascular_resistance_min , Systemic Vascular Resistance (dyn·s/cm⁵) (Min), 0.023812473802278463   , 0.570138785827107     ,       571, False
            1, sensor3-sensor5, Finger→Ear        , systemic_vascular_resistance_max , Systemic Vascular Resistance (dyn·s/cm⁵) (Max), -0.07090903276011032   , 0.09048732705740914   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , rsp_mean                         , Respiration Rate (breaths/min)                , 0.11804016895879077    , 0.004737804575222425  ,       571, True
            1, sensor3-sensor5, Finger→Ear        , rsp_std                          , Respiration Rate (breaths/min) (SD)           , 0.11983064818410447    , 0.004137418397440619  ,       571, True
            1, sensor3-sensor5, Finger→Ear        , rsp_min                          , Respiration Rate (breaths/min) (Min)          ,                        ,                       ,       571, False
            1, sensor3-sensor5, Finger→Ear        , rsp_max                          , Respiration Rate (breaths/min) (Max)          , 0.11999117834078736    , 0.004087105325549715  ,       571, True
            1, sensor4-sensor5, Wrist→Ear         , systolic_bp_mean                 , Systolic BP (mmHg)                            , -0.225726806422632     , 3.5981027652880557e-06,       413, True
            1, sensor4-sensor5, Wrist→Ear         , systolic_bp_std                  , Systolic BP (mmHg) (SD)                       , -0.17572442051656642   , 0.0003328684525758851 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , systolic_bp_min                  , Systolic BP (mmHg) (Min)                      , -0.22133922124553734   , 5.59998506790045e-06  ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , systolic_bp_max                  , Systolic BP (mmHg) (Max)                      , -0.20227103866768223   , 3.4570998426463877e-05,       413, True
            1, sensor4-sensor5, Wrist→Ear         , diastolic_bp_mean                , Diastolic BP (mmHg)                           , 0.1968272948228661     , 5.64105195930002e-05  ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , diastolic_bp_std                 , Diastolic BP (mmHg) (SD)                      , -0.15594782396889642   , 0.0014773293247604606 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , diastolic_bp_min                 , Diastolic BP (mmHg) (Min)                     , 0.2183791352612414     , 7.50963199013315e-06  ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , diastolic_bp_max                 , Diastolic BP (mmHg) (Max)                     , 0.04516881029850722    , 0.3598641680920873    ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , mean_bp_mean                     , Mean Arterial Pressure (mmHg)                 , 0.17002545609719638    , 0.0005201634123609154 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , mean_bp_std                      , Mean Arterial Pressure (mmHg) (SD)            , -0.15465830597786967   , 0.0016188412415970902 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , mean_bp_min                      , Mean Arterial Pressure (mmHg) (Min)           , 0.16379248139877478    , 0.0008342927952749763 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , mean_bp_max                      , Mean Arterial Pressure (mmHg) (Max)           , -0.0367938595321676    , 0.4558330523100402    ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , bp_mean                          , Continuous BP (mmHg)                          , 0.1731326852430888     , 0.00040849243870790414,       413, True
            1, sensor4-sensor5, Wrist→Ear         , bp_std                           , Continuous BP (mmHg) (SD)                     , -0.21749972999824765   , 8.187297260970794e-06 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , bp_min                           , Continuous BP (mmHg) (Min)                    , 0.21513570665420229    , 1.0309689846631473e-05,       413, True
            1, sensor4-sensor5, Wrist→Ear         , bp_max                           , Continuous BP (mmHg) (Max)                    , -0.20204887073263728   , 3.5277890881353905e-05,       413, True
            1, sensor4-sensor5, Wrist→Ear         , cardiac_output_mean              , Cardiac Output (L/min)                        , -0.07103032121620385   , 0.14959818755355578   ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , cardiac_output_std               , Cardiac Output (L/min) (SD)                   , -0.2205444594914152    , 6.061403392868275e-06 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , cardiac_output_min               , Cardiac Output (L/min) (Min)                  , 0.20308159766821438    , 3.210396655374714e-05 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , cardiac_output_max               , Cardiac Output (L/min) (Max)                  , -0.17878460324340115   , 0.0002604243885811411 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , cardiac_index_mean               , Cardiac Index (L/min/m²)                      , -0.07072371961480592   , 0.15136784702638803   ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , cardiac_index_std                , Cardiac Index (L/min/m²) (SD)                 , -0.22053579617128655   , 6.066627381703939e-06 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , cardiac_index_min                , Cardiac Index (L/min/m²) (Min)                , 0.20049352751521884    , 4.06233955917939e-05  ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , cardiac_index_max                , Cardiac Index (L/min/m²) (Max)                , -0.17861969018291554   , 0.000263918834309782  ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , hr_mean                          , Heart Rate (bpm)                              , 0.2528750157907357     , 1.9053714097348148e-07,       413, True
            1, sensor4-sensor5, Wrist→Ear         , hr_std                           , Heart Rate (bpm) (SD)                         , -0.20703719494708672   , 2.2274819280959535e-05,       413, True
            1, sensor4-sensor5, Wrist→Ear         , hr_min                           , Heart Rate (bpm) (Min)                        , 0.28248439849545903    , 5.133647183807311e-09 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , hr_max                           , Heart Rate (bpm) (Max)                        , 0.21840168466786336    , 7.492978861091368e-06 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , systemic_vascular_resistance_mean, Systemic Vascular Resistance (dyn·s/cm⁵)      , 0.06906631576238817    , 0.16121026539190914   ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , systemic_vascular_resistance_std , Systemic Vascular Resistance (dyn·s/cm⁵) (SD) , -0.21680734617255512   , 8.761421128766126e-06 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , systemic_vascular_resistance_min , Systemic Vascular Resistance (dyn·s/cm⁵) (Min), 0.16985190713504864    , 0.0005271683831816246 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , systemic_vascular_resistance_max , Systemic Vascular Resistance (dyn·s/cm⁵) (Max), -0.19256542555682965   , 8.200892121385324e-05 ,       413, True
            1, sensor4-sensor5, Wrist→Ear         , rsp_mean                         , Respiration Rate (breaths/min)                , -0.0893610629966661    , 0.06965337919873639   ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , rsp_std                          , Respiration Rate (breaths/min) (SD)           , -0.09614262281377034   , 0.0508845521766824    ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , rsp_min                          , Respiration Rate (breaths/min) (Min)          ,                        ,                       ,       413, False
            1, sensor4-sensor5, Wrist→Ear         , rsp_max                          , Respiration Rate (breaths/min) (Max)          , -0.07817952560690038   , 0.11264652284289692   ,       413, False
